,English Version,Label,News,Author,Date,Authenticity
13,“Anybody who wants a test (for the coronavirus) can get a test.”,politics,"""கொரோனா வைரஸுக்கு ஒரு சோதனையை விரும்பும் எவரும் ஒரு பரிசோதனையைப் பெறலாம்.""", Donald Trump ," stated on March 6, 2020 in remarks to reporters: ",1
14,Says Daniel Radcliffe has the coronavirus.,entertainment,டேனியல் ராட்கிளிஃப் கொரோனா வைரஸால் பாதிக்கப்பட்டுள்ளார்., Tweets ," stated on March 10, 2020 in in a tweet: ",1
15,Says “Joe Biden mistakes Idaho for Iowa in visit to Boise fundraiser.”,politics,"""போயஸ் நிதி திரட்டலுக்கு வருகை தந்த ஜோ பிடன் ஐடாஹோவை அயோவா என்று தவறாக நினைக்கிறார்"" என்று கூறுகிறார்.", Bloggers ," stated on March 9, 2020 in a story: ",1
16,"The media ""pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.""",politics,"ஊடகங்கள் ""கொரோனா வைரஸால் வெறித்தனமாக பொருட்களை வாங்கும் செய்திகளை வழங்குவதற்காக பொருட்களின் முழு அலமாரியையும் கீழே இழுத்தன.""", Facebook posts ," stated on March 4, 2020 in an image: ",1
17,“Bloomberg spent $500 million on ads. The U.S. population is 327 million. He could have given each American $1 million and still have money left over.”,tech,"“ப்ளூம்பெர்க் விளம்பரங்களுக்காக $500 மில்லியன் செலவிட்டது. அமெரிக்க மக்கள் தொகை 327 மில்லியன். அவர் ஒவ்வொரு அமெரிக்கருக்கும் $1 மில்லியன் கொடுத்திருக்கலாம், இன்னும் பணம் மிச்சம் இருக்கும்.", MSNBC ," stated on March 5, 2020 in an MSNBC segment: ",1
18,Says Quaden Bayles committed suicide.,politics,குவாடன் பெயில்ஸ் தற்கொலை செய்து கொண்டதாக கூறுகிறார்., Bloggers ," stated on March 4, 2020 in a blog post: ",1
19,Quotes Sen. Lindsey Graham as saying President Trump “probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC.”,politics,"மேற்கோள்கள் சென். லிண்ட்சே கிரஹாம் ஜனாதிபதி டிரம்ப் ""அநேகமாக மருத்துவம் மற்றும் குறிப்பாக வைரஸ்கள் பற்றி NIH மற்றும் CDC இல் உள்ள விஞ்ஞானிகள் என்று அழைக்கப்படுபவர்களை விட அதிகமாக அறிந்திருக்கலாம்"" என்று கூறினார்.", Facebook posts ," stated on March 2, 2020 in a Facebook post:  ",1
20,"""I had the great honor of being arrested with our U.N. ambassador on the streets of Soweto trying to get to see (Nelson Mandela) on Robbens Island.”",politics,"""ராபன்ஸ் தீவில் (நெல்சன் மண்டேலா) பார்க்க முயன்ற சோவெட்டோவின் தெருக்களில் எங்கள் ஐ.நா. தூதருடன் கைது செய்யப்பட்டதில் எனக்கு பெரும் மரியாதை கிடைத்தது.""", Joe Biden ," stated on February 11, 2020 in a campaign event in South Carolina: ",1
21,"Says President Donald Trump spawned the ""Wuhan super virus outbreak under code name 'zyphr.'""",politics,"அமெரிக்க அதிபர் டொனால்ட் டிரம்ப், “உஹான் சூப்பர் வைரஸ் வெடிப்பை ‘சைஃப்ர்’ என்ற குறியீட்டு பெயரில் உருவாக்கினார்” என்கிறார்.", YouTube videos ," stated on February 24, 2020 in a Facebook post: ",1
22,Says the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus.,politics,போப் பிரான்சிஸ் மற்றும் இரண்டு உதவியாளர்கள் கொரோனா வைரஸுக்கு சாதகமாக சோதனை செய்ததை வாடிகன் உறுதிப்படுத்தியது., YouTube videos ," stated on February 29, 2020 in a YouTube video: ",1
23,"""Hair weave and lace fronts manufactured in China may contain the coronavirus.""",tech,"""சீனாவில் தயாரிக்கப்படும் முடி நெசவு மற்றும் சரிகை முகப்புகளில் கொரோனா வைரஸ் இருக்கலாம்.""", Bloggers ," stated on February 26, 2020 in an Internet post: ",1
24,Says Sen. Chuck Schumer deleted a Feb. 5 tweet criticizing President Donald Trump's decision to ban some forms of travel to and from China.,politics,சீனாவிற்குச் செல்வதற்கும் அங்கிருந்து வெளியேறுவதற்கும் சில வகையான பயணங்களைத் தடைசெய்யும் ஜனாதிபதி டொனால்ட் டிரம்பின் முடிவை விமர்சித்து பிப்ரவரி 5 ஆம் தேதி ட்வீட்டை சென். சக் ஷுமர் நீக்கியதாகக் கூறுகிறார்., Tweets ," stated on February 29, 2020 in posts on Twitter and Facebook: ",1
25,PepsiCo announced Mountain Dew will be discontinued over health concerns.,tech,உடல்நலக் கவலைகள் காரணமாக மவுண்டன் டியூ நிறுத்தப்படுவதாக பெப்சிகோ அறிவித்துள்ளது., Facebook posts ," stated on February 1, 2020 in a Facebook post: ",1
26,"""Nancy Pelosi being 'escorted' out of a restaurant, drunk again!""",politics,"""நான்சி பெலோசி ஒரு உணவகத்திலிருந்து 'எஸ்கார்ட்' செய்யப்பட்டார், மீண்டும் குடிபோதையில்!""", Facebook posts ," stated on January 31, 2020 in a Facebook post: ",1
